# Isotopic data collected from HITRAN and Exomol databases
# https://hitran.org/hapi/
# https://www.exomol.com/data/molecules/

# Column: Notes
# -------------
# - Molecule name
# - HITRAN isotopologue ID: AFGL code
# - Exomol isotopologue ID: derived from Exomol file names, e.g,
#       for water, 1H2-16O  --> 116
# - Isotopic ratio: taken from HITRAN, else, using elemental natural abundances
#       Simeckova et al. (2006), Rothman et al (2013), Lide (2008)
# - Isotopic mass (amu): taken from HITRAN, else calculated with
#       mendeleev.rtfd.io, else taken from Lide (2008) Handbook of chem.
# - isotopes must follow HITRAN order first, then complement with exomol iso

# molecule     isotopologue        isotopic      isotopic
#              HITRAN  Exomol      ratio         mass
H2                 12  12          0.000311432    3.021825
H2+                00  12          0.000144979    3.021927
H2CO              126  1126        0.986237100   30.010560
H2CO              136  1136        0.011080200   31.013920
H2CO              128  1128        0.001977609   32.014810
H2CS             0000  1122        0.938173770   45.987721
H2O               161  116         0.997317300   18.010560
H2O               181  118         0.001999827   20.014810
H2O               171  117         0.000371884   19.014780
H2O               162  126         0.000310693   19.016740
H2O               182  128         6.23003e-07   21.020980
H2O               172  127         1.15853e-07   20.020960
H2O               262  226         2.41974e-08   20.022920
H2O               282  228         4.29961e-11   22.027363
H2O               272  227         8.06309e-12   21.027335
H2O               000  115         9.99710e-53   17.018716
H2O2             1661  1166        0.994951600   34.005480
H2S               121  112         0.949884100   33.987720
H2S               141  114         0.042136870   35.983510
H2S               131  113         0.007497664   34.987100
H3+               000  111         0.999565063    3.023475
H3+               000  112         0.000144958    4.029752
H3+               000  221         2.10220e-08    5.036029
H3+               000  222         3.04863e-12    6.042305
H3O+             0000  1116        0.997136120   19.018390
HBO               000  116         0.801431271   28.012045
HBO               000  106         0.195994082   27.015677
HBr                19  19          0.506781100   79.926160
HBr                11  11          0.493063200   81.924120
HBr                29  29          0.000078938   80.932340
HBr                21  21          0.000076802   82.930290
HC3N             1224  12224       0.963346000   51.010900
HC3N            13224  13224       0.010335593   52.014254
HC3N            12234  12234       0.010335593   52.014254
HC3N            12324  12324       0.010335593   52.014254
HC3N            12225  12225       0.003675061   52.007934
HC3N            22224  22224       0.000139905   52.017176
HCN               124  124         0.985114300   27.010900
HCN               134  134         0.011067580   28.014250
HCN               125  125         0.003621740   28.007930
HCOOH             126  12661       0.983897700   46.005480
HCl                15  15          0.757587000   35.976680
HCl                17  17          0.242257300   37.973730
HCl                25  25          0.000118005   36.982850
HCl                27  27          0.000037735   38.979900
HF                 19  19          0.999844300   20.006230
HF                 29  29          0.000155741   21.012400
HI                 17  17          0.999844300  127.912300
HI                 27  27          0.000155741  128.918500
HNO3              146  14666       0.989109800   62.995640
HNO3              156  15666       0.003636429   63.992680
HO2               166  166         0.995106600   32.997660
HOBr              169  169         0.505579000   95.921080
HOBr              161  161         0.491893700   97.919030
HOCl              165  165         0.755790000   51.971590
HOCl              167  167         0.241682600   53.968640
HeH+               00  41          0.999853000    5.010428
HeH+               00  42          0.000145000    6.016705
HeH+               00  31          1.99971e-06    4.023854
HeH+               00  32          2.90000e-10    5.030131
KCl                00  95          0.706896398   73.932559
KCl                00  97          0.225684602   75.929609
KCl                00  15          0.051014916   75.930678
KCl                00  17          0.016287084   77.927728
KF                 00  99          0.932581000   57.962110
KF                 00  19          0.067302000   59.960228
KOH               000  961         0.930179933   55.966446
LaO                00  96          0.996684058  154.901278
LiCl               00  75          0.721237000   41.984856
LiCl               00  77          0.230263000   43.981906
LiCl               00  65          0.036763000   40.983976
LiCl               00  67          0.011737000   42.981025
LiF                00  79          0.951500000   26.014407
LiF                00  69          0.048500000   25.013526
LiH                00  71          0.951362033    8.023828
LiH+               00  71          0.951362033    8.023828
LiOH              000  761         0.949050223   24.018743
LiOH              000  661         0.048375130   23.017863
MgF                00  49          0.789650000   42.983445
MgF                00  69          0.110250000   44.980996
MgF                00  59          0.100110000   43.984240
MgH                00  41          0.789535501   24.992867
MgH                00  61          0.110234014   26.990418
MgH                00  51          0.100095484   25.993662
MgO                00  46          0.787731151   39.979956
MgO                00  66          0.109982093   41.977508
MgO                00  56          0.099866733   40.980752
MgO                00  48          0.001614834   41.984201
MgO                00  47          0.000302831   40.984173
N2                 44  44          0.992687400   28.006150
N2                 45  45          0.007299165   29.003180
N2                 55  55          0.000014402   30.000218
N2O               446  446         0.990332800   44.001060
N2O               000  546         0.003771411   44.998098
N2O               456  456         0.003640926   44.998100
N2O               546  456         0.003640926   44.998100
N2O               448  448         0.001985822   46.005310
N2O               447  447         0.000369280   45.005280
NF3              4999  4999        0.996337000   70.998290
NH                 00  41          0.996060550   15.010899
NH                 00  51          0.003794450   16.007934
NH                 00  42          0.000144450   16.017176
NH                 00  52          5.50275e-07   17.014211
NH3              4111  4111        0.995871600   17.026550
NH3              5111  5111        0.003661289   18.023580
NO                 46  46          0.993973700   29.997990
NO                 56  56          0.003654311   30.995020
NO                 48  48          0.001993122   32.002230
NO                 00  47          0.000382045   31.002206
NO                 00  58          7.76078e-06   32.999269
NO                 00  57          1.45538e-06   31.999241
NO+                46  46          0.993973700   29.997990
NO2               646  466         0.991616000   45.992900
NO2               656  566         0.003645643   46.989940
NS                 00  42          0.944900443   45.975145
NS                 00  44          0.043484348   47.970941
NS                 00  43          0.007601044   46.974533
NS                 00  52          0.003599557   46.972180
NS                 00  46          0.000157400   49.970155
NaCl               00  35          0.758000000   57.958622
NaCl               00  37          0.242000000   59.955672
NaF                00  39          1.000000000   41.988172
NaH                00  31          0.999855000   23.997594
NaH                00  32          0.000145000   25.003871
NaO                00  36          0.997570000   38.984684
NaOH              000  361         0.997425352   39.992509
NiH                00  81          0.680670288   58.943167
NiH                00  01          0.262192977   60.938610
NiH                00  21          0.036339730   62.936170
NiH                00  82          0.000098712   59.949443
O                   6  6           0.997628000   15.994920
O2                 66  66          0.995261600   31.989830
O2                 68  68          0.003991410   33.994080
O2                 67  67          0.000742235   32.994040
O2                 88  88          4.18202e-06   35.998319
O2                 87  87          7.84257e-07   34.998291
O2                 77  77          1.47072e-07   33.998264
O3                666  666         0.992900900   47.984740
O3                668  668         0.003981942   49.988990
O3                686  686         0.001990971   49.988990
O3                667  667         0.000740475   48.988960
O3                676  676         0.000370237   48.988960
O3                886  886         4.17186e-06   51.993234
O3                868  868         4.17186e-06   51.993234
O3                678  678         7.82352e-07   50.993206
O3                768  768         7.82352e-07   50.993206
O3                786  786         7.82352e-07   50.993206
O3                776  776         1.46715e-07   49.993178
O3                767  767         1.46715e-07   49.993178
O3                888  888         8.55224e-09   53.997479
O3                887  887         1.60381e-09   52.997451
O3                878  878         1.60381e-09   52.997451
O3                787  787         3.00763e-10   51.997423
O3                778  778         3.00763e-10   51.997423
O3                777  777         5.64022e-11   50.997395
OCS               622  622         0.937394700   59.966990
OCS               624  624         0.041582840   61.962780
OCS               632  632         0.010531460   60.970340
OCS               623  623         0.007399083   60.966370
OCS               822  822         0.001879670   61.971230
OCS               634  634         0.000467176   62.966140
OH                 61  61          0.997472600   17.002740
OH                 81  81          0.002000138   19.006990
OH                 62  62          0.000155371   18.008910
OH+                00  61          0.997425352   17.002740
PF3              0000  1999        1.000000000   87.968971
PH                 00  11          0.999855000   31.981587
PH3              1111  1111        0.999532900   33.997240
PN                 00  14          0.996205000   44.976836
PN                 00  15          0.003795000   45.973871
PO                 00  16          0.997570000   46.968677
PS                 00  12          0.948500000   62.945833
SF6                29  2999999     0.950180000  145.962500
SH                 00  21          0.948362467   32.979896
SH                 00  41          0.043643671   34.975692
SH                 00  31          0.007628894   33.979284
SH                 00  61          0.000157977   36.974906
SH                 00  22          0.000137532   33.986173
SO                 26  26          0.947926200   47.966990
SO                 46  46          0.042050020   49.962780
SO                 28  28          0.001900788   49.971230
SO2               626  266         0.945677700   63.961900
SO2               646  466         0.041950280   65.957700
SO2               636  366         0.007464462   64.961290
SO2               628  268         0.003792558   65.966150
SO3                26  2666        0.943434500   79.956820
ScH                00  51          0.999855000   45.963732
ScO                00  56          0.997570000   60.950822
SiH                00  81          0.922411231   28.984752
SiH                00  91          0.046713226   29.984320
SiH                00  01          0.030730543   30.981595
SiH                00  82          0.000133769   29.991028
SiH2              000  811         0.922277481   29.992577
SiH4            00000  81111       0.922010040   32.008227
SiN                00  84          0.919043942   41.980001
SiN                00  94          0.046542698   42.979569
SiN                00  04          0.030618361   43.976844
SiN                00  85          0.003501058   42.977035
SiO                00  86          0.920303216   43.971841
SiO                00  96          0.046606470   44.971409
SiO                00  06          0.030660314   45.968685
SiO                00  88          0.001886605   45.976086
SiO                00  87          0.000353796   44.976058
SiO2              000  866         0.918066879   59.966756
SiS                00  82          0.875033932   59.948998
SiS                00  92          0.044313920   60.948566
SiS                00  84          0.040269089   61.944794
SiS                00  02          0.029152147   61.945841
SiS                00  83          0.007039018   60.948385
SiS                00  94          0.002039328   62.944362
SiS                00  04          0.001341583   63.941637
SiS                00  93          0.000356474   61.947954
SiS                00  03          0.000234508   62.945229
SiS                00  86          0.000145762   63.944007
SiS                00  96          7.38176e-06   64.943575
SiS                00  06          4.85613e-06   65.940851
TiH                00  81          0.737093106   48.955766
TiO                00  86          0.735408604   63.942855
TiO                00  66          0.082299525   61.947541
TiO                00  76          0.074219208   62.946672
TiO                00  96          0.053968537   64.942779
TiO                00  06          0.051674126   65.939700
VO                 00  16          0.995076075   66.938872
YO                 00  96          0.997570000  104.900753
YO                 00  98          0.002045000  106.904998
YO                 00  97          0.000383500  105.904970
ZrO                00  06          0.513249765  105.899613
ZrO                00  46          0.173377666  109.901227
ZrO                00  26          0.171083255  107.899950
ZrO                00  16          0.111927354  106.900555
ZrO                00  66          0.027931960  111.903192
ZrO                00  36          9.97570e-53  108.901385
cis-P2H2         0000  1111        0.999710021   63.963174
trans-P2H2       0000  1111        0.999710021   63.963174
trans-P2H2       0000  1112        0.000144979   64.969451
